"id","profileName","text","date","title","rating","images","helpful","Style name"
"R3TMMC55G1L05H","Ram","Worth the money spent. The battery last only for 8 to 9 days. Inspite of all care by reducing the brightness etc.","Reviewed in India on 30 January 2021","Good smart band.",5,"",0,"Smart Band"
"R1XYZORXXFCZB","Anonymous User","Battery Backup is not worth it. It last for a week max with minimal usage.Band is fine and it's comfortable to wear .","Reviewed in India on 17 February 2021","Battery - 2",3,"",0,"Smart Band"
"R1EQ9LJXXSNBMQ","uttara nag","1. It's hard to put on, one has to press very hard , many attemts later it closes.2. Possible cotact problem. Step count is very irratic.","Reviewed in India on 31 October 2021","There seems to be a contact problem. The step count is irratic.",2,"",0,"Smart Band"
"R1WHRH6SBSAW31","M Virmani","Not compatible with iOS but in advertisements it’s written iOS compatible. We bought it but since it’s not working it’s of no use","Reviewed in India on 22 April 2022","No use with  iPhone",2,"",1,"Smart Band"
"R1EIELDQPV3E55","Snehal","One of the best fitness band under 2000rsaccuracy,sleep tracking is quite goodhere are the drawbacks1.It lacks PAI2.It lacks customization of app icons3. Raise to wake can be improved sometimes it doesn't works","Reviewed in India on 21 November 2021","Good for the price",4,"",0,"Smart Band"
"R3VDGBNYJC8AKO","Usman","Lack of features compared to Mi band and Mi app. Do not recommend.","Reviewed in India on 7 February 2022","Do not recommend",1,"",0,"Smart Band"
"R1QTPFXSFXE9B5","sai","The charging case is not fitting now, after using for 5 months. Don't waste your money","Reviewed in India on 31 July 2021","Don't buy",3,"",0,"Smart Band"
"R3SOS46RPEVQKK","Varun M.","I love how one plus doesn't really waste money on advertisement and that benefits the customer as the products become really affordable.Everything about this product is excellent.","Reviewed in India on 27 July 2021","Totally Worth it!",5,"",0,"Smart Band"
"R8ILFLY83XPVK","Ravi kalra","Its garabage, it doesnt give accurate results... always show 99-100% spo2 while actual is below 90. Same with sleep analysis and steps count inaccurate results ... Waste of money and there is no option to return.","Reviewed in India on 12 March 2021","Waste of Money",1,"",0,"Smart Band"
"R3I0OVYU5PXZAQ","nAGARJUNA","Genuene  review after 3 weekS used This was amazing product but Battery was comes only 5 days once switch off the Band unable to On , if it's do on and U will be charging each and Every tyme Bettery comes only 5 Days","Reviewed in India on 7 May 2021","Product Good But Low charging",3,"",0,"Smart Band"
"R38D372E5RG7A0","Rahul Gomes","I decided to buy this product but now , I used for while and realised that buttery not good its for 4 days low use, all high is 2 days battery , so go for mi or other band as well not this, my money gone not satisfied .","Reviewed in India on 31 August 2021","Good , buy not better like mi band 5",3,"",0,"Smart Band"
"R1FSY7THU47EVQ","Ankit Shrivastava","I own a Mi Band 4 and this is definitely a good upgrade to that. I just wish OnePlus come up with a magnetic charger for this so that I don’t need to take out the pill and charge it.","Reviewed in India on 16 January 2021","Love it!",5,"https://images-na.ssl-images-amazon.com/images/I/91j3i85KyYL.jpg",0,"Smart Band"
"R2LZ1PL1PJOGS5","Dileep kumar","Using since 3 days..Pros:Good build quality.Good display, accuracy is also good.Cons:Got at 58% charging. After 3 days it's 20.(may be because of more notification vibrations)No watch face apks available otherthan the the oneplus health app since it is released recently.","Reviewed in India on 20 January 2021","Value for money",4,"https://images-na.ssl-images-amazon.com/images/I/51glPhAj-zL.jpg",0,"Smart Band"
"RTV1NAXAZ8P5Q","Ramkrishna","The accuracy is very poor, the sleep tracker is off by more than 50%. The spo2 levels shown are just random numbers being generated closer to 100 most of the times. Expected a lot better product from one plus!","Reviewed in India on 21 January 2021","Extremely poor accuracy",1,"",1,"Smart Band"
"R3GM9VOTP9RSJO","Priyadarshan","The build quality is very very poor. Within a year band strap torn off and not purposeful anymore. Hated it","Reviewed in India on 18 February 2022","Not worthy to buy",1,"",0,"Smart Band"
"R2C184AOFLRFDB","Ravi nataru","There is MI band 5 in 2k but doesn't have SpO2 sensor...and personally I liked the UI of OnePlus band and it's offering an OP UI and SpO2 sensor and also ultimate features in 1700/-JUST GO FOR IT... its really amazing","Reviewed in India on 20 March 2022","It's worth in 1700 rupees",5,"",0,"Smart Band"
"RUDMFJSS5PLP6","Subbu","Heart Rate sensor is not working, poor battery backup and others too","Reviewed in India on 19 January 2021","Don't buy sensors not working, not recommended",1,"",1,"Smart Band"
"R1TEJB26R7ODCU","Pulkit Manchanda","Poor Battery life...it drains 10% in 2 Hours so 20 to 25 hrs max battery life... charging dock is not impressive in comparison to Mi Band 5..App is in early stages and not very friendly or extra features...7 screens faces available.","Reviewed in India on 16 January 2021","Disappointment from Oneplus Flagship...NO!!",2,"",0,"Smart Band"
"R184P59ZIPEGEZ","vrushali","Absolutely bad product, does not monitor H/r properlybattery will last for only a day or two","Reviewed in India on 29 April 2021","Bad Product",1,"",1,"Smart Band"
"R26YVEEVNV5ICM","Aditya Singh","The SpO2 does not work ask expected with at most accuracy.or never work at all.Need lots of improvement.","Reviewed in India on 29 January 2022","Not worth buying",2,"",0,"Smart Band"
"R3SWDY4AF06APG","Shankar Lakkala","I received used one, disappointed.. don't know about product working condition","Reviewed in India on 10 June 2022","Disappointed",1,"",0,"Smart Band"
"R1UUSMPZPTIISM","Mithin Mathew","The device doesn't give accurate reading. I play football daily for an hour and the device shows 14kcal as the reading. 14kcal can be burnt by sitting and doing close to nothing.","Reviewed in India on 7 October 2021","The device doesn't track the movements correctly",1,"",0,"Smart Band"
"R4CI28S87C3LM","Samarpit Gupta"," Its on 50% discount because it's completely faulty and doesn't works. Recieved it yesterday and returning it today.","Reviewed in India on 19 May 2022","Don't Buy",1,"",0,"Smart Band"
"R2ZW72PJ70P8P6","zeeshan Ahmed fahad","I charged this day before yesterday and today it almost drains to 57%Battery is worst it doesn't even run 7 daysAnd nothing is accurateWaste of money","Reviewed in India on 27 April 2021","Worst battery backup ever",1,"https://images-na.ssl-images-amazon.com/images/I/81831AWINKL.jpg",1,"Smart Band"
"RK2BPKB3JB1C","Anamika","Only sleep tracking and heart rate is good. SpO2 has no use. It is  ot accurate to count steps. when i ride a bike, i see that my walking goal has reached, which is absurd.I would suggest, go for noise watcg","Reviewed in India on 8 April 2021","not accurate in counting, but just ok with coloured interface",4,"",0,"Smart Band"
"R1074K1NT424DO","Improve the quality don't cheat customer","Bartry discharge. Very fast......  Company don't tell 14days battery life. Only 4 days. Battery life.","Reviewed in India on 13 May 2021","Ok ok product",3,"https://images-na.ssl-images-amazon.com/images/I/B1+ZLFixATS.jpg",0,"Smart Band"
"RUFO65RLXEEDY","Dashim Garg","Works great. The data is accurate. Don't go by reviews on YouTube. SpO2 sensor is also working perfectly.","Reviewed in India on 3 March 2021","Perfect",5,"https://images-na.ssl-images-amazon.com/images/I/915mbzNMPRL.jpg",0,"Smart Band"
"R1JI6O5F337CD","prasad c.","Meet my expectations best 😘 in this price","Reviewed in India on 8 April 2022","Good accuracy",4,"",0,"Smart Band"
"R1BXXLGOA3TIRV","Ritz","It's a dab product.. works well n has many features...","Reviewed in India on 23 March 2021","Good",5,"",0,"Smart Band"
"R48ZSJDF8FG0Q","Swami Nand Prasad","Easy to use, connect with Mobile quickly but not connected to more than one mobile phone","Reviewed in India on 12 November 2021","Very good battery backup",5,"",0,"Smart Band"
"R22815ABAC1PWY","Aditya Vardhan Ganji","The battery backup was not up to mentioned one, if u really care about battery life, go for another watch","Reviewed in India on 30 June 2021","Battery issues",4,"",0,"Smart Band"
"R32C4C11RMO1LX","austin tj","Battery is really bad. I was only getting only about 3days with typical usage. screen is good. Not having much options to select from different watch faces. Hear beat is not accurate for this price range. Spo2 is waste.","Reviewed in India on 7 March 2022","3 starts not great.",3,"",0,"Smart Band"
"R2PQLVCUF0DDVS","Amazon Customer","Accuracy of sleep monitor and overall productivity is too good","Reviewed in India on 29 January 2021","Keep tracking your health throughout the day with ox",5,"",0,"Smart Band"
"RUNADTWWRJHLS","Vishwas R."," Battery doesn't last longer than 4 days. Otherwise all good.","Reviewed in India on 27 May 2021","Battery Issue",3,"",0,"Smart Band"
"RDY42TUFIP28C","Amazon Customer","It is a good product. I use it for my exercises and sleep tracking it measures heart rate and oxygen level accurately.","Reviewed in India on 13 July 2021","Excellent",5,"",0,"Smart Band"
"R3INSDZC930NHM","Omkar"," Item delivered today and am measuring the heart rate and it's shows me please wear the band tightly and am trying 6 times and it's shows same  am not satisfied","Reviewed in India on 24 March 2022","Heart rate sensor is not working",1,"",0,"Smart Band"
"R3CVJMBRNSJIZN","Prabhath","No matter how much you tight the strap it says please tight the strap for measuring heart rate. Worst from one-plus. Don’t fall for spo2 feature. May be future update makes it good. Go for MI band 5 blindly. It has stress tracker too.","Reviewed in India on 22 January 2021","Below average product",2,"",0,"Smart Band"
"RONI7WLED3FM2","GIRIRAJ KISHOR ","Product is excellent.Equracy is excellent.Strip quality is poor.","Reviewed in India on 5 July 2021","Excellent",5,"https://images-na.ssl-images-amazon.com/images/I/C1M54FBmhkS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1d97MbijNS.jpg",0,"Smart Band"
"R4GJMIFWPWG3X","Rk","This product is not connected my mobile","Reviewed in India on 2 February 2022","Not sure",5,"",0,"Smart Band"
"RQIH5OZDXZ44R","Salim Yusuf","Nice material used and it's very comfortable","Reviewed in India on 23 June 2021","Comfortable",5,"",0,"Smart Band"
"R2227MQMQ7IDEJ","Asif","Want to return the damage product its not working at all, very bad as no response from seller or amazon","Reviewed in India on 20 December 2021","Not working 😕",1,"",0,"Smart Band (Steven Harrington)"
"R2QLJE4INED17T","S.Leena","Hell lot of features! Easy to use","Reviewed in India on 3 July 2021","Amazing features @ an amazing price",5,"",0,"Smart Band"
"R30AKHH4J7Q1PP","girish rai"," I like it because it's spo2 works perfectly and it's design is also very good and good for sportsbut the sleep tracking and heart rate monitorgives wrong information","Reviewed in India on 4 June 2021","About it's good features",4,"https://images-na.ssl-images-amazon.com/images/I/C1gRelxgI4S.jpg",0,"Smart Band"
"R14GN1P48XUQ8J","anshuraj","I like it's light design. It feels weightless. And amoled scree is good but a little bit smaller. But battery backup is very less that I charged it fully 2 times in 1 week. It less","Reviewed in India on 14 October 2021","Average",3,"",0,"Smart Band"
"R25EC87PRC4BIH","Rohith","Better to buy MI band 5OnePlus band is not goodonly 6 days battery backupPerformance is not goodSleep tracking is very worstNot accurate at allonly Design and quality is some goodSo this is not best","Reviewed in India on 21 October 2021","No a value for money",3,"",0,"Smart Band"
"R3NBH71RBRUQ98","Siraj","The battery does not last for more than 2 days. The app is a major let down. Surprised such a bad product has come out of OnePlus.","Reviewed in India on 21 April 2021","Battery poor, app let down",2,"",0,"Smart Band"
"R12MWGZV9B6D05","Ronnie","You can not use find my device in this band as it’s not compatible with with but overall it’s the best in its stage as compared to other","Reviewed in India on 16 February 2022","Can not use Find my device for ios user",4,"",0,"Smart Band"
"R2A1XT52Q71Y2Q","Kimatrai a.","The battery needs to be charged twice in a day. That's pathetic for a product which was purchased in Jan 2021","Reviewed in India on 9 August 2021","Warranty & contact issues. Phone not  working as deascribed",1,"",0,"Smart Band"
"R371G5T2E8B1A2","Hasan mustafa","Got skin irritation after 5 days of use. Also battery works for 6 days only of normal use. False claims by OnePlus. Apart from these two, the product is fine and performs all other operations smoothly.","Reviewed in India on 19 January 2021","Skin iritation",3,"https://images-na.ssl-images-amazon.com/images/I/A1B3fEAj6lL.jpg",0,"Smart Band"
"R3MUGSE50X340B","ragjava","Amazon is tackling and OnePlus too,It's business tactics most of products work but the not working products have to take replace right,That's the mistake doing by corporate.Please exit this type of things","Reviewed in India on 18 November 2021","Amazon is not taking replace and exchange,",1,"",0,"Smart Band"
"R2IIDS3QXUQ5I5","sandeep","Only one drawback that charging ke samay dayal se kholna padta h....","Reviewed in India on 7 March 2022","Nice",4,"",0,"Smart Band"
"R1XIZH2KYALPEG","Sk.Nazibul","With no doubt just go with it, just go with it! Its the best budget art band in the market. The tracking and all other health monitoring checks on Thai band is awesome and accurate. Just go with it, it looks pretty good and above all the trust of OnePlus ☺️","Reviewed in India on 4 March 2021","Literally the best!",4,"",0,"Smart Band"
"R3LCHG8HQBA9ET","Srinivas","Like the oneplus smart band reasonable cost with good quality","Reviewed in India on 4 February 2022","For this price its  best to track your health",5,"",0,"Smart Band"
"R1EZ0V79B1EOCV","Moh","It's nice, sleek and accurate but battery doesn't even last for a week. And for charging it you need to remove the dial makes difficult to charge every time. Disappointed just because of battery life and charging process.","Reviewed in India on 27 January 2021","Accurate but less battery life",4,"",0,"Smart Band"
"RS0C4PUL0DARW","Arya","Initial one month the track of the calories while doing workout was accurate, but as days passed by the calories count is incorrect. If I m burning 100 calories, it's just showing 25 calories burnt","Reviewed in India on 5 December 2021","Disappointed with calories count",2,"",0,"Smart Band"
"RT2F5MH0405U4","Utkarsh","It's goodBattery backup for a more than a weekBut after enabling all features it reduces to half a week","Reviewed in India on 19 May 2021","Recommendable fitband",4,"https://images-na.ssl-images-amazon.com/images/I/B1HpvAPEnVS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1bieQiXEsS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1jkN1hxzxS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1tuy6fwMXS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1zLhO30zFS.jpg",0,"Smart Band"
"R3IDJCPV0TTMPK","Mr Mandal","Nice band , go for it. Purchased two times.","Reviewed in India on 14 March 2022","Just awesome",5,"",0,"Smart Band"
"R2VI8L7DEI1YU7","Chandresh Shukla","Poor quality,  local brands products are more durable.  Hardly used for 3 months and now it's completely dead.","Reviewed in India on 22 December 2021","Don't buy just because it's from 1 plus , poor quality stopped after 3 months",1,"",1,"Smart Band"
"R27YUU6HJUMRVN","Amazon Customer","Sturdy and quite accurate when it comes to  calorie burn tracking during workouts. Decent heart rate, spo2 monitor. This product is worth every penny.","Reviewed in India on 15 June 2022","Fitness tracking solution that is light on pocket",5,"https://m.media-amazon.com/images/I/613k6iaq6oL.jpg
https://m.media-amazon.com/images/I/61muVa93j0L.jpg",0,"Smart Band"
"R3KJG1CDMPBV1A","chetan Wadhwa","What an amazing product. Very convenient to sync with phone and excellent interface in this price.","Reviewed in India on 17 January 2021","Must Buy",5,"",0,"Smart Band"
"R1SWUKBXBMY2S5","Shifla","Never buy this first one i received was having battery draining issue second one received it was having vibration motor issue and the same battery drain too don't buy this plzz go for mi band 5 or boat flash edition","Reviewed in India on 15 December 2021","Performanc is very poor",2,"",0,"Smart Band"
"R245TGA5KGE3BW","Yash Bherumal Lakhani","It is supposed to be a fitness tracker, bound to be exposed to sweat. Very inaccurate as soon as you start sweatingDoes not detect the heart rate and calories burn calculation goes for a toss","Reviewed in India on 22 February 2022","Ohkay for Steps. Average Overall",3,"",0,"Smart Band"
"R35TYM1H8WW8HV","Manisha","Bad quality, as the watch suddenly stopped working within 2 months of buying","Reviewed in India on 25 July 2021","Stopped working within 2 months",1,"",0,"Smart Band"
"R8YBIP0DGNIKL","Dr. Prateek"," Very useful productsBut some costly price for middle class people","Reviewed in India on 26 April 2022","Amazing smart watch",5,"",1,"Smart Band"
"R3FPFHPZYHUGFR","Mandlik vicky.","I thought that taking this fitness band would be useful but nothing works. Just look at the time and your mind thinks that you have a watch but ...My personal opinion is not to take such an expensive fitness band.","Reviewed in India on 1 February 2022","I will lost my oneplus smart fitness band.😢😖",2,"",0,"Smart Band"
"R1W7MZYW3S5OTN","Ketki Paranjpe","Beware! I struggled trying to sign up on the OnePlus health app for 30 mins to no avail. It didn’t  allow me to sign up making the fitness band functionally useless !","Reviewed in India on 31 July 2021","Oneplus health app doesn’t allow sign up for users",1,"",0,"Smart Band (Steven Harrington)"
"RFCAH3R3BJU6E","Mohammed Anas","Sleep tracking is goodAccuracy of health app and sync is very quick.","Reviewed in India on 29 May 2022","Really cool band",4,"https://m.media-amazon.com/images/I/51TpBokBmuL.jpg
https://m.media-amazon.com/images/I/51uwCxci9rL.jpg",0,"Smart Band"
"R3L1967MNTP6EA","Dora","I am just bought this band 4 month ago and now strap is broken. its the wrost then redme band strap","Reviewed in India on 20 August 2021","Wrost strap quality",2,"",1,"Smart Band"
"R3PTPXHPU6NSM5","Dhruvv","Cheated and was not for apple products","Reviewed in India on 17 February 2022","Not for apple product",1,"",0,"Smart Band"
"R1E0UAEZRVDC04","Narayanamoorthy","Very light weight . Can't feel the watch in my hand most of the time..... Clean and simple interface..Mobile app looks ok.Sleep tracking and Spo2 monitoring readings are not at all consistent...Personally not satisfied with the product and returning it.","Reviewed in India on 27 January 2021","Average product, inaccurate readings..",2,"",0,"Smart Band"
"R2IQH5KBUPDAQX","Arman Sheak","Its quite cool and very helpfull for riding bike.... One thing is short that is sensor when you look at watch.... For time you have to click the screen and its very difficult in riding time ...","Reviewed in India on 2 January 2022","Company can add sensor for time watching",4,"",0,"Smart Band"
"RLEFDO9VP91IH","Mahesh","Slightly disappointed with charging mode.There is no magnetic charger, whenever we need to charge step had to be removed.Other wise all are good to go! 👍😎","Reviewed in India on 29 January 2021","Good to go",5,"",0,"Smart Band"
"RMSVE7RL5O362","ASHUTOSH MISHRA","Smart phone at this price is very rare.","Reviewed in India on 11 March 2022","Excellent.",4,"",0,"Smart Band"
"R11AK87IBN209P","Chethan R","Battery backup is not satisfactory. Its no where nearer to that upto 14 days mark which they've mentioned. Max 10 days , I've tested three times from 100% charge to 5% . Its the same max 10 days .","Reviewed in India on 9 February 2021","Battery backup is not satisfactory",4,"",0,"Smart Band"
"R1TQ4C3MB3W4GY","Muk","Good product. Works as advertised.","Reviewed in India on 26 January 2022","Excellent value for money",5,"",0,"Smart Band"
"R3EQLGJ8LDL0MJ","prince kumar","Don't buy it has many problems with this device problem (1)-music controller is not work , problems(2)-sleep mode is work 1 day after 1 day it's not work  telling that please wear band because I has wear already and battery is 50-50 draining","Reviewed in India on 25 April 2021","A lot of bugs & problems",1,"",0,"Smart Band"
"R2J677E42EDTUI","Tashu","Product tracks sleep and heartbeat accurately. I like the sleep tracking and search phone option. However it doesn't track calories accurately. Else product is 5 🌟🌟🌟🌟🌟 also battery back up is good.","Reviewed in India on 10 August 2021","The product is amazing, I loved it.",5,"",0,"Smart Band"
"RRPE16UC97OQO","Mallikarjun B Ammanagi","Battery backup is not good.....14 days battery backup is fakeIt gives 4 days max backup without using SpO2 or any other feature.... Other than battery backup its good","Reviewed in India on 25 February 2022","Battery backup is waste",3,"",0,"Smart Band"
"RGSVMIF48D8PW","vivek chauhan","Heartrate and readings during workout is not accurate. Disappointed Customer. That's why ther are giving this useless band at 1600 now instead of 2500. Don't buy it please.","Reviewed in India on 31 January 2022","Got malfunction after 1 year 20 days.",5,"",0,"Smart Band"
"R1R7OMXT5ZCOAU","Mahesh","Good with necessary information","Reviewed in India on 29 January 2022","Good",4,"",0,"Smart Band"
"RV35TVK7DPCBO","Jashu Jaswanth","From Amazon The Box was Damage ..On My Brian Can ?Watch Also Damage ??Final the Watch Has Saf😀 Super Delivery Tqu Amazon","Reviewed in India on 5 April 2021","I will give 5/4.5",4,"",1,"Smart Band"
"R3K6TS49OYA6PQ","Amit","3 din chala fir charge kiyaCharge ke baad 100% charge huaAb on hi nhi ho rhaVery bad 👎👎👎product","Reviewed in India on 16 March 2022","It is very worst product",1,"",1,"Smart Band"
"R20PZMLA7UNJC3","Sonam","Very bad battery backup. It says 10 days but gives only three days. Shown to the service centre. No changes","Reviewed in India on 13 April 2021","Very bad battery backup",1,"",1,"Smart Band"
"R1XTS43CKOMBY8","Namank","Battery doesn't last 14 days as advertised it usually last 7-8 days but charges in an hour .Sleep tracking was used to be accurate before the last update but now doesn't show accurate results but overall it's a good watch and it could be great if it works on above issues.","Reviewed in India on 3 February 2021","Battery doesn't last 14 days as advertised.",4,"",0,"Smart Band"
"R1G94X1H7RZ7F2","apoorva","Every thing is fine except that the battery doesn't last for more than 7 days..","Reviewed in India on 27 April 2021","Good product but battery life is average..",4,"https://images-na.ssl-images-amazon.com/images/I/713qq6cglWL.jpg",0,"Smart Band"
"R3OMQ0AYT8TVMU","Vivek Chakhale","It's have so many pairing issue .... I think I received defeated product I am writing this review late because just I wanna know everything about this band. ....  I have to pair the band regularly But still I don't know why","Reviewed in India on 25 November 2021","Do not buy this one 😑",2,"",0,"Smart Band"
"R3S3J1Y6GW8Z5Y","Radha Kumari","Overall function is satisfying.Sleep tracking ok type.Mobile app it keeps disconnecting.Steps accuracy 95%.Calories accuracy as per heart beat not found satisfactory","Reviewed in India on 31 May 2021","Satisfactory",4,"",0,"Smart Band"
"RAN9ZXG6ZF0YL","Ahad Memon","The built quality is awesome. I'm a big fan of OnePlus products and this product has made me it's much bigger fan. If you are looking for a good band with easy user interface then you should buy it without even giving a second thought.","Reviewed in India on 16 January 2021","Great Product. Loved it.",5,"https://images-na.ssl-images-amazon.com/images/I/718TJxMTKqL.jpg
https://images-na.ssl-images-amazon.com/images/I/71xP9WqIuQL.jpg
https://images-na.ssl-images-amazon.com/images/I/71yRfdCEJiL.jpg",0,"Smart Band"
"RW4MIXV7M2MGU","Bishal paul","One of the worst products ever encountered in the Amazon so far.. me and my friend bought same product and same happens to both bands....its not an coincidence both bands malfunction in same periods of times (within weeks)..","Reviewed in India on 4 July 2021","Worst product",1,"https://images-na.ssl-images-amazon.com/images/I/C1NiNA4titS.jpg",0,"Smart Band"
"R1Y05QKCLZHK0K","Dinesh kumawat","Battery life is very bad. Not a good product","Reviewed in India on 18 August 2021","Battery life is very bad",2,"",1,"Smart Band"
"R373KGKGX8UGTC","Are you finished ","Not Supporting my mobile","Reviewed in India on 31 January 2022","Not supporting Moto G 5 G",1,"",0,"Smart Band"
"R187DUA5E6QBNG","avi","Nothing great or exciting considering OP brand","Reviewed in India on 16 April 2021","Nothing great considering OP brand",1,"",1,"Smart Band"
"R1EXEDBHIFT5ZL","Sanjuna reddy","It is the best smart band, while I was purchasing it, doubted it a bit but found it very comfortable and accurate and this smart band of one plus is better than some of other smart watches","Reviewed in India on 20 March 2022","Working",5,"https://m.media-amazon.com/images/I/61JIOrksDnL.jpg
https://m.media-amazon.com/images/I/61xF-jhULhL.jpg",0,"Smart Band"
"R1QP2THFCNO8L","Partha","Budget Fitness Band available in the market and if you are OnePlus u like it and accuracy is about 80%","Reviewed in India on 4 March 2021","Budget Fitness Band",4,"",0,"Smart Band"
"R2RCV49LNE2KQ8","Anu J","Using it more than a year ..Best one from One Plus","Reviewed in India on 29 April 2022","Best Buy",5,"",0,"Smart Band (Steven Harrington)"
"R20IQM39VPV2E3","Ninad Oak","Charging is very fast. Very accurate heart rate.Durable and very light waight. Display is good. But sleep tracking is very bad.Good fitness band and this price point.","Reviewed in India on 22 August 2021","Heart rate count is very accurate and also Step count",4,"",0,"Smart Band"
"R1EOUBWEY6WRQR","shiv kumar sharma","Best band in this price. Such a flagship killer as have all features with decent look. Purchase it and I am 100% satisfied with its quality. Just go for it without any second thought.","Reviewed in India on 8 January 2022","Go for it without any doubt",5,"",0,"Smart Band"
"R1AGIKQ2V402IR","Sushant Rane"," High accuracy of spo2,Night sleep steps .","Reviewed in India on 31 July 2021","Perfect For Health",5,"",0,"Smart Band"
"RU169580GNOCO","Kaushik","Good quality but 1time service centre visit because power off and not open","Reviewed in India on 16 March 2022","Good Quality",4,"",0,"Smart Band"
"RWUTS17Q8DO13","Shahnwaj Khan","Nice product by one plus","Reviewed in India on 23 November 2021","Nice product",5,"",0,"Smart Band"
"R1BDHUEFG7LP0C","Saurabhansu G.","Not connecting with google fit. Very disappointing.Need to replace this","Reviewed in India on 29 June 2021","Is this compatible with google fit?",4,"https://images-na.ssl-images-amazon.com/images/I/71v0WjTjLXL.jpg",0,"Smart Band"
"R124F2NENPF4FX","Sangram"," Thanks so much amazon I am very very happy for this product oneplus band","Reviewed in India on 12 February 2022","Very good product",4,"https://m.media-amazon.com/images/I/61-phKeSJsL.jpg
https://m.media-amazon.com/images/I/610LZOR838L.jpg
https://m.media-amazon.com/images/I/7111WGdPzvL.jpg
https://m.media-amazon.com/images/I/7161F3HbYKL.jpg
https://m.media-amazon.com/images/I/71HzVW2P0RL.jpg
https://m.media-amazon.com/images/I/71N6-6MpxzL.jpg
https://m.media-amazon.com/images/I/71XQ-NZA6cL.jpg
https://m.media-amazon.com/images/I/71bfcQT6sRL.jpg
https://m.media-amazon.com/images/I/71s-nyv+2SL.jpg",1,"Smart Band"
"RGY5V1TNT2JMC","Kalyan Kumar","It's a start, I am happy overall but I hear the mi band app is better, and integrates better with Google fit etc","Reviewed in India on 15 March 2021","So far so good, hope it gets better",5,"",0,"Smart Band"
"R6ZGZ2ONXD5GT","Abhijeet Bhoite","Good functioning like spo2,  wallpaper adder.Good in looks.Easy to use.But many faults in daily step counter(calculates, sometimes the distance traveled in vehicle also) and sleep tracker. It gives wrong data.","Reviewed in India on 5 July 2021","Only spo2 measurement is benefit.  Rest features are average.",2,"",0,"Smart Band"
"R1F9CA0A21E5DM","krishna","Sleep Tracking and walk distance is not accurate as compare to other smart watches. OS to be updated.","Reviewed in India on 18 May 2021","Disappointment",1,"",0,"Smart Band"
"RTYBVZS8E5ACR","Tushar"," Changed my rating after usage. It's good wellness band but app is where this experience sucks. 3 stars is only for band, overall experience is not great. Expected lill more from OnePlus.","Reviewed in India on 17 March 2021","One must purchase it if looking for budget watch.",3,"",0,"Smart Band"
"R1U22QLFQIZ4KZ","Anvesh","As always...OnePlus rocks..Bur nothing new in this watch , compared to watches over market.Expecting - more innovation from OnePlus..","Reviewed in India on 16 January 2021","Oneplus rocks.",5,"",0,"Smart Band"
"RM0Y3XCXBEQ1J","Purushottamtiwari","Normal uses it have great backup and performance","Reviewed in India on 7 June 2022","Battery backup super",5,"",0,"Smart Band"
"RWIIFDQKJ0QGS","Jimit Panchal"," Like it","Reviewed in India on 17 September 2021","Awesome band with compair to others",5,"https://m.media-amazon.com/images/I/B1iXNN7GzZS.jpg",0,"Smart Band"
"R1GDW6XX5Z2MDN","Brijesh A.","Nice band for kids. Very small size.😂😂😂😂","Reviewed in India on 20 January 2022","Super se bhi upar",5,"",0,"Smart Band"
"R1BO34ZIL069E5","aaarc","Works fine , decent battery life not(not too much nor too little) it does what it should and is definitely worth the money (1700inr) so in a nutshell recommend (as like a starter or like a basic)","Reviewed in India on 13 April 2022","Basically worth 1700 inr",4,"",0,"Smart Band"
"RVSXSLCUP03K5","Prasanna Patil","Good watch but, small screen size, less modes and expensive. Need to improve it with good update","Reviewed in India on 21 December 2021","Excellent.🙂🙂",4,"",1,"Smart Band"
"R3ENL7ZL2TZ5EM","Prashanth","Each time pairing is difficult","Reviewed in India on 19 May 2021","Poor pairing capacity",3,"",0,"Smart Band"
"R3JW4JXK5IZ0AG","Dilip kumar pargi","Mene watch li or mere mobile se connect ni ho rhi thi to mene replace ki or usi time mene usko returen kar ab jo replace vale ne returen order company ko diya ni uski complaint karne ke bad bhi merko usko refund ni mil rha he n product mil rha he","Reviewed in India on 15 June 2021","Very bed service in company",1,"",0,"Smart Band"
"RVNFUEZXOA2TB","Prakas M Shidlani"," This waste product's touch screen hanged within 15days.It's one of the most waste product.Not worthy to buy.","Reviewed in India on 22 May 2022","Waste product",1,"",0,"Smart Band"
"R1J36UIW7LE3NK","Rajesh","Do not buy it at all. Waste of money. A totally disappointing product from OnePlus.","Reviewed in India on 24 February 2022","One plus has left me highly dissapointed.",1,"",0,"Smart Band"
"RQ8G2MS229XXF","Sahil","There was a point when I came to know that if I am driving it takes it as steps .😂There should be some update regarding this .And normal steps to are counted as 4 when I take 2.","Reviewed in India on 19 February 2022","Read it",3,"",0,"Smart Band"
"R1F58LHQM2KWA8","Nikhil Singh","Everything you get under this range is excellent","Reviewed in India on 24 July 2021","Terrific purchase",5,"",1,"Smart Band"
"R30LWAJB7IOFK","surojit biswas","Screen is fully off..not even showing anything it's became full black..it's not working at all...very bad experience after using only 10 months..it's became worthless...","Reviewed in India on 22 July 2021","Very bad experience",1,"",0,"Smart Band"
